Logging to ./experiments/advantage_regularized_ppo/
---------------------------------
| rollout/           |          |
|    explained_variance_B_0   | 0.0236        |
|    explained_variance_B_1   | 0.0215        |
|    explained_variance_U_0   | 0.0349        |
|    explained_variance_U_1   | 0.0482        |
|    learning_rate            | 1e-05         |
|    loss                     | 23.1          |
|    n_updates                | 1040          |
|    policy_gradient_loss     | -4.05e-05     |
|    policy_gradient_loss_B_0 | -7.75e-05     |
|    policy_gradient_loss_B_1 | -1.42e-05     |
|    policy_gradient_loss_U_0 | -7.9e-05      |
|    policy_gradient_loss_U_1 | -9.08e-05     |
|    value_loss               | 6.7           |
|    value_loss_B_0           | 5.46          |
|    value_loss_B_1           | 3.92          |
|    value_loss_U_0           | 4.18          |
|    value_loss_U_1           | 2             |
-----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.83961487    |
|    benefit_1                | 0.61636907    |
|    bias_estimate            | 0.2232458     |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 389           |
|    ep_rew_mean_B_0          | 563           |
|    ep_rew_mean_B_1          | 472           |
|    ep_rew_mean_U_0          | 478           |
|    ep_rew_mean_U_1          | 307           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 106           |
|    time_elapsed             | 1853          |
|    total_timesteps          | 424000        |
| train/                      |               |
|    approx_kl                | 4.8817947e-05 |
|    clip_fraction            | 0             |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0651       |
|    explained_variance       | 0.00677       |
|    explained_variance_B_0   | 0.0212        |
|    explained_variance_B_1   | 0.0189        |
|    explained_variance_U_0   | 0.0328        |
|    explained_variance_U_1   | 0.051         |
|    learning_rate            | 1e-05         |
|    loss                     | 5.63          |
|    n_updates                | 1050          |
|    policy_gradient_loss     | -7.89e-05     |
|    policy_gradient_loss_B_0 | -8.06e-05     |
|    policy_gradient_loss_B_1 | -7.71e-05     |
|    policy_gradient_loss_U_0 | -7.6e-06      |
|    policy_gradient_loss_U_1 | 6.87e-06      |
|    value_loss               | 7.08          |
|    value_loss_B_0           | 5.2           |
|    value_loss_B_1           | 3.86          |
|    value_loss_U_0           | 3.95          |
|    value_loss_U_1           | 2.13          |
-----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.85040474    |
|    benefit_1                | 0.6415386     |
|    bias_estimate            | 0.20886612    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 390           |
|    ep_rew_mean_B_0          | 563           |
|    ep_rew_mean_B_1          | 473           |
|    ep_rew_mean_U_0          | 478           |
|    ep_rew_mean_U_1          | 306           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 107           |
|    time_elapsed             | 1871          |
|    total_timesteps          | 428000        |
| train/                      |               |
|    approx_kl                | 0.00012042776 |
|    clip_fraction            | 0.000149      |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.0633       |
|    explained_variance       | 0.00866       |
|    explained_variance_B_0   | 0.0158        |
|    explained_variance_B_1   | 0.0217        |
|    explained_variance_U_0   | 0.0298        |
|    explained_variance_U_1   | 0.0451        |
|    learning_rate            | 1e-05         |
|    loss                     | 5.37          |
|    n_updates                | 1060          |
|    policy_gradient_loss     | -0.000319     |
|    policy_gradient_loss_B_0 | -0.000235     |
|    policy_gradient_loss_B_1 | -0.000199     |
|    policy_gradient_loss_U_0 | -0.000286     |
|    policy_gradient_loss_U_1 | -0.000269     |
|    value_loss               | 5.69          |
|    value_loss_B_0           | 4.47          |
|    value_loss_B_1           | 3.58          |
|    value_loss_U_0           | 3.42          |
|    value_loss_U_1           | 1.9           |
-----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8323162     |
|    benefit_1                | 0.6195361     |
|    bias_estimate            | 0.21278012    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 391           |
|    ep_rew_mean_B_0          | 563           |
|    ep_rew_mean_B_1          | 474           |
|    ep_rew_mean_U_0          | 477           |
|    ep_rew_mean_U_1          | 306           |
| time/                       |               |
|    fps                      | 228           |
|    iterations               | 108           |
|    time_elapsed             | 1888          |
|    total_timesteps          | 432000        |
| train/                      |               |
|    approx_kl                | 0.00033929662 |
|    clip_fraction            | 0.0029        |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.066        |
|    explained_variance       | 0.00645       |
|    explained_variance_B_0   | 0.0219        |
|    explained_variance_B_1   | 0.0217        |
|    explained_variance_U_0   | 0.0343        |
|    explained_variance_U_1   | 0.0549        |
|    learning_rate            | 1e-05         |
|    loss                     | 4.81          |
|    n_updates                | 1070          |
|    policy_gradient_loss     | -0.000464     |
|    policy_gradient_loss_B_0 | -3.68e-05     |
|    policy_gradient_loss_B_1 | 0.000154      |
|    policy_gradient_loss_U_0 | 0.000318      |
|    policy_gradient_loss_U_1 | 0.000393      |
|    value_loss               | 5.26          |
|    value_loss_B_0           | 4.86          |
|    value_loss_B_1           | 3.61          |
|    value_loss_U_0           | 3.56          |
|    value_loss_U_1           | 1.89          |
-----------------------------------------------
--------------------------------------------
| rollout/                    |            |
|    benefit_0                | 0.8191054  |
|    benefit_1                | 0.59171027 |
|    bias_estimate            | 0.22739512 |
|    ep_len_mean              | 2e+03      |
|    ep_rew_mean              | 390        |
|    ep_rew_mean_B_0          | 563        |
|    ep_rew_mean_B_1          | 474        |
|    ep_rew_mean_U_0          | 476        |
|    ep_rew_mean_U_1          | 306        |
| time/                       |            |
|    fps                      | 228        |
|    iterations               | 109        |
|    time_elapsed             | 1906       |
|    total_timesteps          | 436000     |
| train/                      |            |
